Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709648000,Doppler ultrasonography of iliac artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,427623005,Obstetric umbilical artery Doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,169670003,Antenatal ultrasound scan at 17-22 weeks,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,247751000000104,Laparoscopic ultrasound of liver,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431811004,Biopsy of wrist using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,811671000000106,Quantitative ultrasonography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,61593002,Ultrasonic guidance procedure,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,314607003,Endoanal ultrasound examination,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,429807002,Transvaginal ultrasound doppler scan of pelvis,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431941001,Measurement of cervical length using transvaginal obstetric ultrasonography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,419698000,US angiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,401216000,Right brachial doppler pressure,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,426494009,Ultrasound scan of calcaneum,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,169237004,US brain scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,24848001,Pelvic echography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,169225001,US scan - fetal maturity,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,40008005,Plethysmometry,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709641006,Ultrasonography of nasal sinus,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241514000,US scan of soft tissue mass,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,40701008,Echocardiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,51469006,Four dimensional ultrasound imaging of heart,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,866781000000105,Ultrasonography surveillance check post-endovascular aneurysm repair,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,105375001,Hand-held-transducer ultrasonography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711427004,Ultrasonography of central venous catheter,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432107006,US guided aspiration of hand,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,169669004,Antenatal ultrasound scan at 9-16 weeks,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,429884006,Intraoperative echocardiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,373681008,US gynecology scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432818008,US guided biopsy of buttock,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431364006,Fine needle aspiration biopsy of axilla using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,18640002,"Echography, M-mode",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710197007,Ultrasonography of appendix,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,772571000000107,Transluminal intracardiac echocardiography for complex congenital heart disease,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,473196007,Transluminal intracardiac echocardiography for congenital heart disease,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,430063002,Transvaginal nuchal ultrasound scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,448750002,Transcranial doppler ultrasound velocimetry,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,61982008,Echocardiography for determining pericardial effusion,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432692005,Compression ultrasonography of vein of upper limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711182000,Ultrasonography guided aspiration of lower limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,307813007,Antenatal ultrasound scan at 22-40 weeks,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,440044001,Transcranial Doppler ultrasonography of intracranial artery for detection of emboli,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431748001,Intracardiac US scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418218003,Ultrasound biomicroscopy,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432336004,Doppler ultrasonography of vein of lower limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,847511000000103,Ultrasonography guided insertion of non-tunnelled central venous catheter via external jugular vein,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,442963006,Percutaneous needle biopsy of breast using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709855000,Finger brachial pressure index,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711353008,Doppler ultrasonography of artery of thorax,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433232009,Epicardial echocardiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,20603005,Special echography procedure,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,6271008,"Echography, immersion B-scan",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431880005,US guided dry needling of tendon,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,87932003,"Ultrasound peripheral vascular flow study, arterial and venous",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431362005,Ultrasound doppler scan of liver and portal system,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,712532003,Doppler ultrasonography of iliac vein,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,419486000,US scan and biopsy of thyroid,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241464005,US scan of lower limb vessels,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432856009,US scan of sternoclavicular joint,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,19731001,Ultrasound study of eye,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432311005,Aspiration of elbow using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432812009,Biopsy of bone using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,859251000000105,Ultrasonography of small intestine,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,334511000000107,Ultrasonography guided feticide,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,427072002,Ultrasound scan of foot,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,445864005,Three dimensional transesophageal ultrasonography of heart,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,915381000000106,Ultrasound guided wire localisation of lesion,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,303926006,US scan of soft tissues of leg,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,312364000,Ultrasound scan of lower limb arteries,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,42976004,Doppler flow mapping of thorax,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,425551008,Antenatal ultrasound scan for possible abnormality,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,18848007,"Echography of chest, B-scan with image documentation",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,844061000000101,Endobronchial ultrasonography guided transbronchial needle aspiration,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,425945007,Ultrasound scan of popliteal artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432539007,US guided aspiration of thorax,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,17724006,Continuous wave Doppler analog wave form analysis of upper extremity arteries,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,847521000000109,Ultrasonography guided insertion of non-tunnelled central venous catheter via femoral vein,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,858151000000106,Ultrasonography of stent graft of aorta,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432557008,Aspiration using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,105376000,Transesophageal echocardiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241453007,US scan of neck,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710240002,Ultrasonography guided aspiration of head and neck,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709979004,Doppler ultrasonography of artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433236007,Transthoracic echocardiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,419280008,US scan of iliac vessels,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432398000,Biopsy of foot using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,252450001,Grey scale ultrasonic Doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,441561002,Endobronchial ultrasound examination of mediastinum,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,702622007,Doppler ultrasonography of thoracodorsal artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,77658008,Ultrasonography of urinary system,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,434158009,Transthoracic three dimensional ultrasonography of heart,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241454001,US scan of parathyroid,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432635009,US scan of axilla,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,81523000,"Echography, scan C-mode",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,7174001,"Ultrasound peripheral imaging, B-scan",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432217006,US guided biopsy of neck,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432652008,US guided biopsy of lung,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,427462007,Ultrasound of bone,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,425816006,Ultrasonic evaluation of retina,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418400003,US scan and biopsy of pancreas,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,268445003,Ultrasound scan - obstetric,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,847531000000106,Ultrasonography guided insertion of non-tunnelled central venous catheter via subclavian vein,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432104004,US scan of bladder for flow rate,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,429915000,Transvaginal ultrasound scan of pelvis,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433176007,US guided aspiration of ovarian cyst,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241473002,US scan of native pancreas,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,175357006,Transesophageal aortography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432236001,Aspiration of knee using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,129108007,Ultrasound phlebography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,303919006,US scan of musculoskeletal system,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,699578000,Doppler ultrasonography of inferior epigastric artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418398002,US scan of upper abdomen,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,438567008,Intrauterine foetal transfusion using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432674002,Ultrasonography of sacroiliac joint,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,252420009,Intravascular echocardiography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,702556008,Biopsy of lymph node using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,440061003,Complete Doppler ultrasonography of abdominal and pelvic arteries,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,252444006,Unidirectional continuous wave ultrasonic Doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709590000,Ultrasonography of perineum,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,169238009,US skull scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431201002,Ultrasonography of artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,108284000,Ultrasound procedure on endocrine system,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432787004,Transvaginal ultrasonography for follicle monitoring,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710344008,Doppler ultrasonography of vascular structure of limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432509002,Insertion of dialysis catheter using doppler ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431349006,Marking of skin using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710316007,Ultrasonography of cervix uteri,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,426827002,US scan of chest wall,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,849721000000106,Endorectal ultrasonography of prostate,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,303925005,US of tendon,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,445751002,Doppler ultrasonography of temporal artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432335000,Doppler ultrasonography of superior mesenteric vein,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,401215001,Left brachial doppler pressure,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709643009,Ultrasonography guided biopsy of peritoneum,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432373001,Biopsy of hip using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,275631000000109,US scan of back,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,446135006,Amnioinfusion using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,414880004,Nuchal ultrasound scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,8151003,Echocardiography for detecting cardiac output,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709638002,Doppler ultrasonography of femoral artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432372006,Ultrasonography of coccyx,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,401225006,Right posterior tibial ABPI,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418857002,US scan and biopsy of breast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,71867003,"Echography of breast, B-scan and real time with image documentation",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241480000,US scan of adrenals,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433135003,Biopsy of knee using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432395002,Ultrasonography of toe with contrast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418090003,US obstetric doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,843611000000109,Ultrasonography guided fine needle aspiration biopsy of chest wall,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,440495009,Doppler ultrasonography of testis,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,434167009,Transthoracic ultrasonography of heart with contrast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,391077008,Quantitative ultrasound scan of heel,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,30353000,Ultrasonography of aortic arch,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432586006,Insertion of stent using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,420052009,US scan of lower abdomen,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,426019005,Ultrasound scan of forearm,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432404005,US scan of temporomandibular joint,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,5110001,"Ultrasound peripheral imaging, real time scan",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711354002,Doppler ultrasonography of vascular structure of upper limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418447007,US scan of orbits,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,74193008,Echocardiography for determining size of ventricular chambers,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,5216004,Three dimensional ultrasound imaging of heart,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,78176000,"Echography, B-scan, complete",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418889006,US scan of diaphragm,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431605004,US guided transrectal biopsy of prostate,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,228471000000102,Routine obstetric scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431343007,US of myocardium for tissue strain rate,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,303923003,US scan of soft tissues of arm,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,43370007,Impedance phlebography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709639005,Doppler ultrasonography of portal vein,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,829851000000107,Ultrasonography guided insertion of fiducial marker into liver,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432238000,US guided aspiration of neck,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,426295007,Obstetric uterine artery Doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711426008,Ultrasonography guided localization of lesion of breast and axilla,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,303916004,Hepatobiliary ultrasound,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431512001,US doppler flow mapping of artery of upper limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,702592007,Ultrasound guided needle localization of pelvis,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710133009,Ultrasonography of thoracic outlet,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,428605000,Ultrasound scan of sacral spine,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,302801006,US scan of genitourinary system,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241511008,US scan of leg lengthening,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418231008,US angiography of renal artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,448587007,Aspiration of cyst of kidney using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,702593002,Ultrasound guided needle localisation of chest,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,312724001,Duplex scan of lower limb arteries,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,230928006,Diagnostic intravascular ultrasound of intracranial artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,445867003,Ultrasonography of arteriovenous fistula,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,906061000000107,Ultrasonography of thymus,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241489004,HYCOSY - Hysterosalpingo contrast sonography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,169230002,Ultrasound scan for fetal viability,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709642004,Ultrasonography guided biopsy of retroperitoneum,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,43704001,"Echography of breast, A-mode",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241452002,Orbital B scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,438521008,Aspiration of pelvis using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,23738001,Ultrasonography of digestive system,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431757007,US scan of pleural cavity,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,88628008,Ultrasonography of lung,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,444900008,Ultrasonography of abdomen with contrast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,438527007,Ultrasonography of soft tissue,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431732002,US guided fine needle aspiration and core needle biopsy of axilla,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,709858003,Ultrasonography guided aspiration of joint,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,41913002,Ultrasound of inner ear,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433222002,US guided insertion of guide wire into breast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241465006,US scan of upper limb vessels,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,866481000000104,Dating obstetric ultrasound scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,707849001,Ultrasonography guided selective destruction of fetus,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,427068001,Transvaginal ultrasound guided aspiration of ovarian cyst,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,419434009,US scan and biopsy of salivary glands,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711208008,Ultrasonography guided needle localisation of lesion of breast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,439858009,Doppler ultrasonography of heart tissue,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,426491001,Transvaginal ultrasound examination of female genital tract,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,352871000000108,Ultrasound scan of craniofacial soft tissue,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,40892001,Special ultrasonic display or imaging technique,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,57093001,"Echocardiography, real-time with image documentation with M-mode recording, complete",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241466007,Intravascular US scan,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241503003,US scan of neonatal hip,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431818005,Doppler ultrasonography of vein of upper limb,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241472007,US scan of transplant liver,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,252445007,Bidirectional continuous wave ultrasonic Doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431363000,Doppler ultrasonography of superior mesenteric artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,472824009,Fetal echocardiography screening,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241500000,US scan of fingers,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241491007,Ultrasonography for antepartum monitoring of fetus,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432667007,US of biceps tendon,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,473381003,Transthoracic echocardiography for congenital heart disease,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241458003,US scan of submandibular gland,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,702594008,Ultrasound guided needle localization of abdomen,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,446843003,Biopsy of chest using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,401218004,Right dorsalis pedis doppler pressure,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710342007,Doppler ultrasonography of vein of abdomen,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,448193008,Intracardiac echocardiography with contrast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,442916009,Aspiration of cyst of breast using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,363332000,Ultrasonography by mode,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,314615000,Ultrasound guided aspiration of pancreatic lesion,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418394000,US scan of abdomen and pelvis,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,61518007,"Echography, A-mode",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431816009,Obstetric US scan for cervical length,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710241003,Ultrasonography guided removal of foreign body,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,442892006,Percutaneous biopsy of prostate using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432004002,US scan of scalp,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,473197003,Transesophageal echocardiography for congenital heart disease,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241494004,Ultrasound scan for amniotic fluid volume,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,78938007,Ultrasonography of multiple sites,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241474008,US scan of transplant pancreas,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,432629009,US guided aspiration of wrist,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431988002,US doppler scan of transplanted kidney,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,252448009,Unidirectional pulsed wave ultrasonic Doppler,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,853891000000101,Three dimensional ultrasonography,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,426903000,Ultrasound scan of both hips,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,228881000000102,Ultrasound monitoring of early pregnancy,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241499009,US scan of wrist,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,772531000000105,Transthoracic echocardiography for complex congenital heart disease,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241447007,"Ultrasound scan, non-obstetric diagnostic",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433177003,US scan of scapula,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,711223003,Doppler ultrasonography of vascular structure of neck,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,433136002,Biopsy of hand using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,241488007,US scan of prostate - transurethral,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,700387001,Ultrasonography of urinary bladder for post-void residual volume,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,862691000000104,Ultrasonography guided marking of skin over carotid artery,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,271442007,Fetal anatomy study,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,228891000000100,Ultrasound monitoring of luteal phase,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,444704008,Core needle biopsy using ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,429651009,Ultrasonography of endometrium during luteal phase of ovulation,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,401220001,Right posterior tibial doppler pressure,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,431779002,Insertion of central venous catheter using doppler ultrasound guidance,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,40371005,Ultrasonography for midline shift of brain,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,440467009,Transoesophageal echocardiography with contrast,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,710162005,Doppler ultrasonography of arteriovenous fistula,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,439065002,Doppler ultrasonography of abdominal and pelvic arteries,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,58951003,"Pelvic echography, B-scan, limited",,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,418956005,US doppler scan of vertebral arteries,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,423736003,Colour doppler ultrasound,,,,,,,,,,,,,,,
Ultrasound,SNOMEDCT,12118001,Phlebography of portal system,,,,,,,,,,,,,,,
